流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2009259508
","肠道病变诊断上的一个突破
","
","胶囊内窥镜(CE),实际上就是一个微小的照相机,在诊断小肠疾病上是一个革命性的诊断工具,它可以获得胃肠道4至6万帧图像,虽然真的有病变部分的图像在大多数病人中不超过500。因为不知道有病变的图像在哪里,所以读图的人不得不逐帧地去扫描数以万计的图像,这对读图的人的眼睛和体力来说是一个很大的负担。[第一段]
","
","人类
","方华(译)
","
","R322.4;R443.8;*R445.2;R574.04
","中国医疗器械信息;2009;15(2):61
","1006-6586
","11-3700/R
","
","ZT7
","
","
","
","0
","20090525
","F
","中国医疗器械信息
","2009
","15
","2
","61
"
"2009257343
","丙烯酰胺中毒昏迷1例
","
","丙烯酰胺是一种不饱和酰胺,作为重要的化工原料,广泛应用于石油和矿山开采、隧道建设、水净化处理、纸浆加工及管道内涂层等行业。对眼睛和皮肤有一定的刺激作用,可经皮肤、呼吸道和消化道吸收,在体内有蓄积作用,主要影响神经系统,大多数病例为职业性中毒。现将我院2008年6月收治的1例中毒患者资料报告如下。[第一段]
","丙烯酰胺;重度中毒;中毒性脑病
","人类
","高建军(1);李敏敏(2);赵宏胜(1)
","(1)南通大学附属医院ICU,江苏226001; (2)南通大学附属医院急诊儿科,江苏 226001
","R322.8;R322.99;R35;R916.4;*R994.3
","交通医学;2009;23(1):62
","1006-2440
","32-1412/R
","
","JD5
","
","
","江苏
","0
","20090525
","F
","交通医学
","2009
","23
","1
","62
"
"2009252302
","聚维酮碘在白内障术前结膜冲洗中的应用研究进展
","
","眼内炎是内眼手术的罕见的并发症,具有破坏性。已有研究证明结膜囊是术后眼内炎的最初感染源。虽然术前抗生素点眼可以起到一定的清洁作用,但是因为眼睛经常暴露在外界,不能达到结膜囊的完全无菌状态,因此,结膜囊的冲洗就显得特别关键。聚维酮碘作为一种广谱的高效杀菌剂,对细菌、真菌、原虫和病毒均有一定的杀灭作用。术前应用聚维酮碘冲洗结膜囊能最大的杀灭细菌,但对应用浓度及应用时间上还应进一步进行探讨。
","
","
","边立娟(1);卢爱工(2);于维芹(1);王陆飞(1);冯艳玲(3);郑丹丹(4)
","(1)吉林大学第二医院白内障科,长春130041; (2)吉林大学口腔医院护理部; (3)德惠市医院儿科; (4)四平市中心人民医院神经内科
","R318.08;R322.91;R459.9;R776.1;R978;*R979.7;R982
","中华现代护理杂志;2009;(2):177-179
","1674-2907
","11-5682/R
","
","H44
","
","
","吉林
","0
","20090525
","AA
","中华现代护理杂志
","2009
","
","2
","177-179
"
"2009244789
","1例头皮撕脱伤再植术后的观察与护理
","
","头皮撕脱伤多发生于女性,常见原因有机器暴力拉伤、动物咬伤、交通事故、砸伤等。撕脱面积的大小一般与卷人机器的头发多少有关。在高速运转的机器强力牵扯下,导致头皮全部或部分撕脱,多位于顶部,常合并耳郭、眉毛、眼睛的撕脱。由于头皮血供丰富,受伤后大量出血,易引起休克。因此,撕脱头皮再植术的成败直接影响病人康复后的生活质量。我科于2008年3月成功为1例头皮撕脱伤病人进行头皮原位回植术,效果满意。现将护理体会介绍如下。[第一段]
","
","女(雌)性;人类
","韩凌;孙艳杰;卢旺盛
","中国人民解放军海军总医院, 100037
","R163;R322.91;*R641;R658
","全科护理;2008;6(31):2910-2911
","1674-4748
","14-1349/R
","
","JT3
","
","
","北京
","0
","20090415
","F
","全科护理
","2008
","6
","31
","2910-2911
"
"2009236803
","痤疮丙酸杆菌及相关性疾病
","Propionbacterium acnes and its correlative diseases
","痤疮丙酸杆菌在痤疮的多个致病因素中起重要作用。痤疮丙酸杆菌除引起痤疮外,还可引起呼吸、心血管、消化、泌尿、神经、骨关节以及眼睛等感染,表现为感染性心内膜炎、血栓性静脉炎、骨炎、关节炎、急性化脓性心包炎及其他手术后感染。该文复习了近年来痤疮丙酸杆菌引起皮肤外其他系统感染的研究进展。
","相关性疾病;痤疮丙酸杆菌
","
","林新瑜;段西凌
","四川省人民医院皮肤科,四川成都 610072
","R322.72;R378.99;R63;*R754;R758.733
","临床皮肤科杂志;2009;38(2):133-134
","1000-4963
","32-1202/R
","
","P06
","
","
","四川
","0
","20090415
","AA
","临床皮肤科杂志
","2009
","38
","2
","133-134
"
"2009219063
","IAEA提醒心脏病医生应加强辐射防护
","
","在对患者实施心脏手术的过程中,患者不是唯一受到辐射威胁的对象,参与手术的医生也同样面临健康威胁,尤其是他们的眼睛。[第一段]
","
","人类
","伍浩松(译);郭志锋(校)
","
","R192.3;R541
","国外核新闻;2008;(9):26
","1002-8242
","11-2004/TL
","
","G06
","
","
","
","0
","20090315
","F
","国外核新闻
","2008
","
","9
","26
"
"2009208718
","斑马鱼行为学实验在神经科学中的应用
","The Ethology Application of Zebrafish in Neuroscience
","斑马鱼作为新型模式动物的优势正在逐渐被人们所认识,其应用的领域也越来越宽广。斑马鱼在神经生物学中的应用,除了在发育方面比其他模式动物更具优势外,在行为学方面的应用也更加丰富。由于斑马鱼幼体在受精后前两天通体透明,眼睛大小占到大脑体积的二分之一以上,成鱼昼夜节律明显,对光反应强烈,因此斑马鱼在视觉领域应用的优势十分明显。斑马鱼的嗅觉、听觉器官都在体表可见,可以很容易地用行为学实验手段对嗅觉和听觉功能进行检测。斑马鱼习性好动,利用斑马鱼进行运动方面的行为学观察也非常便利。斑马鱼具有群聚习性,在社会生物学研究方面正得到越来越多的关注。斑马鱼行为学是一种比较简单而又有效地分析神经整合功能的方法,并形成了许多相关的实验模型。
","斑马鱼;行为学;神经科学
","动物;人类
","邹苏琪;殷梧;杨昱鹏;陈林;胡兵
","中国科学技术大学生命科学学院神经生物与生物物理研究所,合肥 230027
","R-332;R338.3;R339.16;R741
","生物化学与生物物理进展;2009;36(1):5-12
","1000-3282
","11-2161/Q
","
","S29
","
","
","安徽
","0
","20090315
","AA
","生物化学与生物物理进展
","2009
","36
","1
","5-12
"
"2009208000
","以神经系统症状为首要表现的1例Burkitt淋巴瘤
","
","病例魏某,女,11岁,因“左眼胀痛伴左眼睑下垂半月余,加重3d”入院。半月前患儿无明显原因出现左眼疼痛,并有左侧眼睛红肿,随后逐渐出现左眼睑下垂,睁眼无力,左眼球较右眼稍突出,左眼球固定,向外侧转动不能,伴视物呈双影,视物模糊。就诊当地眼科检查无异常。1w前开始出现左侧牙痛,左侧面部肿胀;3d前患者左眼胀痛伴眼睑下垂进一步加重,门诊以“左眼动眼神经麻痹”收入我院神经内科。入院后查体:生命体征平稳,心肺腹(-),神经系统检查:左侧眼睑下垂,左眼外展、内收、下视运动不能,双侧瞳孔不等大,[第一段]
","神经系统症状;Burkitt淋巴瘤
","儿童;女(雌)性;人类
","孙浩平;苏毅;范方毅;邓涛
","成都军区总医院血液科,四川成都 610083
","R441.1;R45;*R737.31;R777.14
","西南国防医药;2009;19(1):57
","1004-0188
","51-1361/R
","
","XA5
","
","
","四川
","0
","20090315
","F
","西南国防医药
","2009
","19
","1
","57
"
"2009202570
","非晶状体βγ-晶状体蛋白的研究进展
","Research Progression of Non-lens βγ-crystallins
","βγ-晶状体蛋白是主要分布于脊椎动物眼睛晶状体内的水溶性结构蛋白。非晶状体βγ-晶状体蛋白从微生物到高等哺乳动物都有过报道。微生物中发现的非晶状体βγ-晶状体蛋白主要作为环境胁迫应急蛋白,在恶劣环境中发挥对细菌的自我保护作用,如ProteinS。在哺乳动物中,非晶状体βγ-晶状体蛋白被推测能够参与胚胎的皮肤发育与分化调节,具有肿瘤抑制等重要的生理功能,如黑色素瘤缺失蛋白。但是,对于它们的生化特性、生理功能和作用机制知之甚少。本文从蛋白结构、基因起源和生物学功能等方面简要介绍目前非晶状体叶.晶状体蛋白的相关研究进展。
","非晶状体βγ-晶状体蛋白;非晶状体脚晶状体蛋白与三叶因子蛋白复合物;黑色素瘤缺失蛋白
","
","刘树柏(1,2);何英英(1,2);钱金桥(1,2,3);李文辉(1);张云(1)
","(1)中国科学院昆明动物研究所动物模型与人类疾病机理重点实验室,生物毒素研究室,云南昆明650223; (2)中国科学院研究生院,北京100049; (3)昆明医学院第一附属医院麻醉科,云南昆明 650032
","R-332;R322.91;R394.2
","动物学研究;2008;29(6):679-688
","0254-5853
","53-1040/Q
","
","D16
","
","国家自然基金(30630014;30570359); 中国科学院重要研究方向基金(KSCX2-YW-R.0881)
","云南
","0
","20090315
","AA
","动物学研究
","2008
","29
","6
","679-688
"
"2009186035
","儿童白内障术后近视漂移的研究进展
","
","儿童白内障手术后眼球的屈光状态是变化的,且有普遍向近视发展的趋势,这现象称为近视漂移(myopic shift)。儿童白内障手术后无晶体眼的矫正方法有框架眼睛、角膜接触镜、角膜屈光手术和人工晶状体植入等。框架眼镜和角膜接触镜的屈光度易调整,但眼镜成像质量差,而接触镜需常更换、易脱落丢失、还可能诱发角膜感染,患儿对这两种方法的依从性较差。人工晶状体植入可避免上述问题,可人工晶状体屈光度固定,植入后不能随意调换。因此,对儿童白内障手术后近视漂移的研究以及如何正确选择儿童人工晶状体度数显得尤其重要。现对近视漂移的研究进展进行综述。[第一段]
","
","儿童;人类
","梁惠文
","广西北海市人民医院眼科, 536000
","R726.192;R776.1;*R778.1;R778.11;R778.3
","中国斜视与小儿眼科杂志;2008;16(3):144,137
","1005-328X
","11-3256/R
","
","ZP6
","
","
","广西
","0
","20090315
","F
","中国斜视与小儿眼科杂志
","2008
","16
","3
","144,137
"
"2009185713
","舍雷肽酶肠溶片对重睑术后软组织肿胀的影响
","Clinical detumescence effects of serrapeptase after blepharoplasty
","目的:观察舍雷肽酶肠溶片对重睑手术后软组织肿胀的作用。方法:整形门诊重睑手术病例58例,随机分为2组。试验组28例,手术当日即予舍雷肽酶,10mg,tid,共服用7d,并同时口服头孢拉定0.25g,tid,共3d。对照组30例,术后只服用头孢拉定0.25g,tid,共服3d。观察手术后d2、6病人眼裂高度、重睑宽度的变化,同时测试术后眼睛肿胀程度。结果:术后d2试验组和对照组眼裂高度比较无显著差异(P>0.05);术后d6,试验组眼裂高度(9.6±51.2)mm,明显高于对照组(8.2±1.3)mm,差异有非常显著意义(P<0.01)。术后d2和d6重睑宽度和眼睛肿胀度试验组均低于对照组,有非常显著差异(P<0.01)。2组均无严重不良反应发生。结论:舍雷肽酶肠溶片可明显缩短手术后软组织肿胀程度和时间,效果可靠,且不良反应较轻。
","眼睑;眼睑成形术;软组织损伤;舍雷肼酶
","人类
","布仁(1,2);刘凯(1)
","(1)上海交通大学医学院附属第九人民医院整形外科,上海200011; (2)新疆维吾尔自治区疾病控制中心附属医院美容科,新疆乌鲁木齐 830002
","R619.2;R622;R779.6;R944.4;*R977.3
","中国新药与临床杂志;2008;27(9):660-662
","1007-7669
","31-1092/R
","
","X19
","
","
","上海
","0
","20090315
","AA
","中国新药与临床杂志
","2008
","27
","9
","660-662
"
"2009175347
","双生子研究与双生子登记系统现状
","
","早在1922年,Jablonski检查了52对双胞胎的眼睛,通过比较同卵双生子及异卵双生子的对内差异大小推断遗传对人眼屈光度的影响。此后,双生子研究日趋成熟,逐渐成为了解疾病遗传性的重要研究方法。许多国家及地区纷纷建立双生子登记系统,为双生子研究提供了宝贵资源。本文就双生子研究的方法以及目前国内外双生子登记系统现状作一综述。[第一段]
","双生子研究;双胞胎;双生子登记系统;遗传基因
","人类
","高欣;黄颐
","四川大学华西医院心理卫生中心,四川成都 610041
","R197.322;R322.91;*R714.23
","华西医学;2008;23(1):175
","1002-0179
","51-1356/R
","
","HB7
","
","
","四川
","0
","20090215
","F
","华西医学
","2008
","23
","1
","175
"
"2009174035
","似复发性口腔溃疡样寻常型天疱疮2例
","
","1病例报告患者:男,32岁;女,49岁,因唇、颊、舌等部位反复发生1.2年的口腔溃疡于2006年来我科就诊。溃疡每次出现1－3个,直径≤5mm,表面被覆黄色伪膜,周围充血明显(图1),7－15d缓解。除口腔病损外,皮肤、眼睛及生殖器均无异常表现。曾多次经不同医院不同医生诊断为“复发性口腔溃疡(recurrent aphthous ulcer,RAU)”,经局部治疗后稍有好转,后病损不断反复,于我科就诊。[第一段]
","天疱疮;复发性口腔溃疡;口腔
","成年人;男(雄)性;女(雌)性;人类;中年人
","沈晓云(1);刘晓松(2)
","(1)无锡市口腔医院口腔内科,无锡214000; (2)北京大学口腔医学院黏膜科,北京 100081
","R753.2;R781.5;*R781.6;R787
","口腔医学;2008;28(11):570,611
","1003-9872
","32-1255/R
","
","K06
","
","
","江苏
","0
","20090215
","F
","口腔医学
","2008
","28
","11
","570,611
"
"2009165270
","灵芝孢子滴眼液对辐射性兔眼防护作用的研究
","Ganoderma Lucidum on Eye Drops Radioactive Protective Role of Rabbit Study
","目的:探讨灵芝孢子滴眼液对兔眼辐射性损伤的作用和房水中相关酶活性的影响。方法:将破壁灵芝孢子制剂成滴眼液。选取黑眼睛健康獭兔30只随机分成5组,每组6只。1组为空白对照组;另4组采取每日2次紫外线辐射,每次辐射40min,其中3组为高、中、低浓度灵芝孢子滴眼液试验组,每日滴眼药3次;1组不用药为辐射模型组。试验60d。分别检测兔眼房水中超氧化物歧化酶(SOD)、谷胱甘肽过氧化物酶(GSH-Px)的活性和丙二醛(MDA)的含量;在光学显微镜下观察兔眼角膜结构的变化及细胞分布情况。结果:辐射滴眼药组兔眼房水中SOD和GSH.Px活性较辐射模型组明显升高,MDA含量明显降低,角膜组织结构紧密连续且形态完整。结论:灵芝孢子滴跟液对辐射性兔眼具有保护作用。
","
","动物;兔
","郭曙光(1);李英琴(1);张雅莉(1);唐瞬(1);张春蕾(1);崔秀梅(2)
","(1)黑龙江中医药大学佳木斯学院,黑龙江佳木斯154005; (2)中国药材集团公司科技研发部,北京 100195
","R-332;R14;R282.71;R322.91;*R771.2;R852.7;R944.1;R988.1
","中国现代中药;2008;10(11):34-36
","1673-4890
","11-5442/R
","
","Z238
","
","黑龙江中医药、中西医结合重点科研项目(ZY06-W19)
","黑龙江
","0
","20090215
","AA
","中国现代中药
","2008
","10
","11
","34-36
"
"2009156528
","临床试验在中国:审评质量与时间的博弈
","
","临床试验申请(CTA)审批时间为何总是长得令人难以忍受?临床研究申请(IND)和新药上市申请(NDA)何时才能分开对待?CM&C的要求能不能不那么苛刻?境外生产的全新化合物可不可以往中国开展早期试验?台下,蓝眼睛、高鼻子、金黄头发,他们是辉瑞、拜耳、诺华、葛兰素史克、赛诺菲-安万特,他们的神情专注,目光热切,他们的问题敏感、尖锐、侵入。台上,中国食品药品监督管理局药品审评中心(CDE)官员正襟危坐,他耐心聆听,细细阐释,语调平和。[第一段]
","
","人类
","毛冬蕾
","《中国处方药》记者
","R322.92;R322.995;R95;*R969.4;R971.4;R971.8
","中国处方药;2008;(11):28-31
","1671-945X
","44-1549/T
","
","ZG12
","
","
","
","0
","20090215
","F
","中国处方药
","2008
","
","11
","28-31
"
"2009149351
","青葙子药理作用及鉴别研究概况
","
","目的:对青葙子的药理作用及鉴别研究现状作一综述,为进一步研究提供参考。方法:通过查阅近年的文献,从青葙子的药理作用及与鸡冠花子等混淆品鉴别研究等方面进行概述。结果:青葙子具有保肝、降血糖活性及对眼睛的多种药理作用;其鉴别手段主要有性状鉴别、显微鉴别、理化鉴别和生物学技术鉴别等方面。结论:青葙子具有多种药理活性,值得进一步开发和应用,对其混淆品的鉴别内容及方法也可进一步完善。
","鸡冠花子;鉴别;青葙子;药理作用
","
","姜杰(1);郭美丽(2);王小燕(1);戴蔚荃(1);何邦平(1);林锦明(1)
","(1)第二军医大学药学院实验教学中心,上海200433; (2)第二军医大学药学院生药学教研室,上海 200433
","R282.71;R575.053.1;R587.105;*R96
","药学实践杂志;2008;26(5):337-339
","1006-0111
","31-1685/R
","
","Y46
","
","上海市中药现代化专项(No.06DZ19715)
","上海
","0
","20090130
","AA
","药学实践杂志
","2008
","26
","5
","337-339
"
"2009148631
","Akten
","
","Akorn公司近日宣布美国FDA批准了该公司研制生产的Akten(lidocaine hydrochioride ophthalmic)3.5%眼膏的新药注册申请,Akten是第一个由FDA批准的用于眼睛的注册麻醉药物。[第一段]
","眼部麻醉;症状;治疗方法;注册麻醉药物
","
","黄艳(编译)
","
","R199;R944.9;*R951;R971.2;RZ712
","中国处方药;2008;(10):19
","1671-945X
","44-1549/T
","
","ZG12
","
","
","
","0
","20090130
","F
","中国处方药
","2008
","
","10
","19
"
"2019208516
","微重力环境对眼压和视力的影响及其机制研究进展
","
","1961年,苏联成功发射世界上第一艘载人飞船东方一号,航天员作为人类使者开始了探索太空的旅程。1961年,美国实施“双子星座”计划,历时5年,其中一项任务就是要求宇航员观察其视力在飞行中的变化,表明当时科学家已经在考虑失重环境对人类眼睛的影响[1]。2011年,Mader等对7位在太空中工作了6个月的宇航员的眼部进行检查,发现他们的眼球出现了不同程度的多种改变,包括:眼压一过性升高,视乳头水肿,脉络膜皱褶,眼球变扁,远视偏移,近视力减弱,视网膜神经纤维层增厚,视网膜棉绒斑等。其实,在此之前的数年里,美国NASA(Nalional Aeronautics and Space Administration)太空医学部就已发现,经过长期太空作业的宇航员会出现不同程度的上述眼部症状。在回归地面生活后,这些眼部病理改变在数周内逐渐修复,但部分病例可持续近两年。
","微重力;失重;宇航员;眼压;视力;影响;研究进展
","人类
","陈小凤(1);潘学会(1);朱思泉(2)
","(1)成都中医药大学附属眼科医院 成都中医药大学眼科研究院 银海眼科医院,成都 610081; (2)首都医科大学附属北京同仁医院 北京同仁眼科中心 北京市眼科与视觉科学重点实验室
","R322.91;R339.14;*R775;R852.22
","西南国防医药;2018;28(12):1290-1292
","1004-0188
","51-1361/R
","
","XA5
","
","
","四川
","34
","20190520
","AA
","西南国防医药
","2018
","28
","12
","1290-1292
"
"2019206090
","煎剂与丸药结合治疗垂体微腺瘤并抑郁症1例
","
","患者,女,19岁,学生。2011-05-10诊。患者为大二学生,6个月前因琐事与寝室同学口角之后经常头晕头痛,顽固性失眠,不久出现右侧面肌痉挛,影响上课学习,故向学校提出休学1年,治愈后再返校上课。经某三甲医院磁共振检查诊断为“垂体微腺瘤”,住院治疗1个多月,无明显好转,医院劝其手术治疗,但告知术后可能出现后遗症,患者听后甚是悲观,想一死了之,其父母时时宽慰,不离左右。后经人介绍,故来我院求中医治疗。来诊时症见:体型消瘦,面色晦滞,精神萎靡不振,视人眼睛发直,神志清晰,谈吐自如,失眠时轻时重,重时可通宵达旦不睡,失眠后,次日无精神,周身软弱无力,右侧面肌痉挛,面部不定时向右抽搐,历时3－5min,月经失调,舌质淡,苔薄白,脉沉弦。[第一段]
","煎剂;丸药;垂体微腺瘤;抑郁症;治疗
","女(雌)性;人类
","臧晓军
","大连疗养院桃源疗养区, 116013
","R283.6;R730.261;R736.4;R749.41
","中国疗养医学;2019;28(3):329-330
","1005-619X
","13-1332/R
","
","ZL8
","
","
","辽宁
","0
","20190520
","F
","中国疗养医学
","2019
","28
","3
","329-330
"
"2019200100
","灯盏花素注射液眼部雾化联合穴位按摩治疗糖尿病视网膜病变临床观察
","Clinical observation of breviscapine injection atomization combined with acupoint massage in the treatment of diabetic retinopathy
","目的:观察灯盏花素注射液眼部雾化联合穴位按摩治疗糖尿病视网膜病变的临床疗效。方法:将78例糖尿病视网膜病变患者按随机数字表法分为2组。对照组39例予穴位按摩治疗;治疗组39例予穴位按摩联合灯盏花注射液眼部雾化治疗。2组均治疗14d后统计疗效,比较2组治疗后视功能改善情况,包括眼睛干涩评分、视物模糊程度评分及视力提高行数;比较2组治疗前后血清血管内皮生长因子(VEGF)及一氧化氮(NO)水平变化情况;比较2组治疗前后生活质量变化情况,分别使用中文版低视力者生活质量量表(CLVQOL)及2型糖尿病患者生活质量量表(DMQLS)进行评价;比较2组患者治疗满意度情况。结果:治疗组总有效率84.12%,治疗满意度82.05%,对照组总有效率61.53%,治疗满意度51.28%,治疗组总有效率及治疗满意度均高于对照组(P<0.05);治疗组治疗后眼睛干涩评分及视物模糊程度评分均低于对照组(P<0.05),视力提高行数高于对照组(P<0.05),治疗组对视功能各指标改善均优于对照组(P<0.05);与本组治疗前比较,2组治疗后VEGF水平均降低(P<0.05),NO水平均升高(P<0.05),且治疗组对VEGF及NO水平改善优于对照组(P<0.05);与本组治疗前比较,2组治疗后CLVQOL各项评分与总分均增加(P<0.05),DMQLS各项评分与总分均降低(P<0.05),且治疗组对各指标改善均优于对照组(P<0.05)。结论:灯盏花素注射液眼部雾化联合穴位按摩治疗糖尿病视网膜病变可明显提高临床疗效,改善患者视功能,提高生活质量,降低VEGF水平,升高NO水平,延缓糖尿病视网膜病变进程,患者满意度高。
","糖尿病视网膜病变;灯盏细辛;按摩;中医疗法
","人类
","钱立平(1);杨燕(1);余永洁(1);刘学群(1);梁晓平(2)
","(1)安徽省铜陵市立医院内分泌科,安徽铜陵244000; (2)安徽省铜陵市立医院肾内科,安徽铜陵 244000
","R224.2;*R244.1;R322.91;*R774.1;R944.7
","河北中医;2018;40(12):1879-1884
","1002-2619
","13-1067/R
","
","H07
","
","铜陵市2013年度高新类和农社类科技计划项目(编号:2013NS05)
","安徽
","0
","20190520
","AA
","河北中医
","2018
","40
","12
","1879-1884
"
"2019181955
","1例干燥综合症的护理
","
","介绍了1例干燥综合症的护理。主要包括一般护理、饮食护理、皮肤护理、眼睛护理、口腔护理和心理护理。认为周到细致的护理对缓解病情,延长寿命至关重要。
","干燥综合征;自身免疫;护理
","人类
","程婵;陈娟娟;吴艳梅;潮家庭
","安徽省海军安庆医院四病区,安庆 246003
","R339.36;*R473.5;R593.22;R777.2;R781.71;R787
","当代护士·专科版;2008;(9):86-87
","1006-6411
","43-1229/R
","
","D29Z
","
","
","安徽
","0
","20190520
","AA
","当代护士·专科版
","2008
","
","9
","86-87
"
"2019174163
","低血糖昏迷误诊手足口病引起脑炎1例
","
","患儿,男,3岁。2008年5月14日晨起,因惊吓哭闹后出现四肢紧张、口吐白沫、眼睛发直持续约20min急送综合医院儿科。掐人中后缓解,给予镇静类药物肌注后入睡,脑电图检查提示为""不正常脑电图""。因患儿5月初手、足、口腔曾起过疱疹和溃疡,伴发热、食欲不振,给阿昔洛韦口服5d后,疱疹消退停药。儿科疑诊""手足口病并发脑膜炎"",[第一段]
","低血糖昏迷;综合医院;斑丘疹;发直;胰岛素功能;病理反射;重症患儿;脑膜刺激征;颈项强直;睡眠状态
","儿童;儿童, 学龄前;男(雄)性;人类
","冯海燕;丛里龙
","乌海市传染病医院传染科,内蒙古乌海 016000
","R256.240.25;*R725.1;R725.123;R725.125;R725.873.06;R741.041
","内蒙古医学杂志;2009;(S2):75
","1004-0951
","15-1108/R
","
","N09
","
","
","内蒙古
","0
","20190520
","F
","内蒙古医学杂志
","2009
","
","S2
","75
"
"2019154044
","立体眼罩的设计及在新生儿光照疗法中的应用
","
","目的:探讨自行设计的立体眼罩在新生儿光照疗法中的应用效果。方法:立体眼罩呈中空设计,可避免眼球压迫。内部设有通气孔,具有透气性,边缘及两侧为冷凝胶设计,固定牢靠并减少摘卸时皮肤损伤。选择北京市某三级甲等医院NICU需接受光照疗法治疗的病理性黄疸患儿200例作为研究对象,随机分为实验组和对照组,实验组采用自行设计的立体眼罩,对照组采用传统医用蓝光眼罩,比较两组接受光照疗法12h内眼部皮肤红疹、眼罩松动和眼部分泌物的发生率及两组的舒适度。结果:实验组的眼周红疹、眼罩松动和眼部分泌物的发生率低于对照组,其中眼部分泌物发生率的差异具有统计学意义(P<0.05);实验组舒适度高于对照组,差异有统计学意义(P<0.05)。结论:光照疗法中采用立体眼罩可有效保护患儿眼睛,避免出现局部皮肤红肿、皮疹及眼部分泌物,提高患儿舒适度。
","光照疗法;眼罩;黄疸;新生儿;舒适度
","儿童;人类;婴儿, 新生
","姚欣云;张静;张悦;李雪姣
","解放军总医院新生儿ICU,北京市 100853
","R322.91;R349.2;R454.2;R751
","中华护理杂志;2018;53(12):1514-1515
","0254-1769
","11-2234/R
","
","Z56
","
","
","北京
","6
","20190520
","AA
","中华护理杂志
","2018
","53
","12
","1514-1515
"
"2019125553
","Blau综合征1例
","Case report of Blau syndrome
","Blau综合征(Blau syndrome,BS)是一种罕见的肉芽肿性自身炎症综合征,致病基因多由CARD15/NOD2突变所致,该位点精氨酸被色氨酸取代而致其发病^[1]。其临床三联征包括皮炎、关节炎和复发性葡萄膜炎。皮肤和关节受累最常见,眼睛症状常较晚出现,但最具诊断意义^[2]。由于其罕见性,BS目前无最佳治疗方法。如激素治疗效果不佳,可应用免疫抑制剂和生物制剂,特别是存在眼部症状后。BS极易被误诊。现分析1例BS患儿临床、实验室、病历资料和基因检测结果,以期提高临床医师对该病的认识。[第一段]
","
","儿童;人类
","陶琳琳(1);唐雪梅(2);周娟(2);朱晓萍(3)
","(1)贵州医科大学,贵阳 550004; (2)重庆医科大学附属儿童医院风湿免疫科, 400014; (3)贵州医科大学附属医院/贵州省儿童医学中心呼吸与免疫科,贵阳 550004
","R322.72;R394.2;R442.8;R726.843
","中华实用儿科临床杂志;2018;33(21):1669-1671
","2095-428X
","10-1070/R
","
","SG5
","
","
","贵州
","0
","20190520
","F
","中华实用儿科临床杂志
","2018
","33
","21
","1669-1671
"
"2019121304
","人才投资,拥抱光明——对人力资源的投资可以改善所有人的眼睛健康
","
","在低收入国家,眼科卫生人员的工作能力与国家实际需求之间存在着较大的缺口,只有当政府认识到健康劳动力的投入并非是开支,而是一种生产性的投资,那么变革就会到来。世界范围内,尤其是在中低等收入国家,政府所能提供的用于满足基本医疗服务的卫生从业人员的数量、类型及能力与实际需求之间存在着巨大的差距,而且这种差距目前还在进一步扩大。[第一段]
","
","人类
","Daksha Patel(1);Suzanne Gilbert(2);纪康康(译)(3)
","(1)International Centre for Eye Health,London School of Hygiene and Tropical Medicine,London,UK; (2)Inno-vation & Sight Programs,Seva Foundation,Berkeley,California USA; (3)中国科技大学附属第一医院/安徽省立医院眼科, 230001
","R-05;R192;R224.2;R322.91
","实用防盲技术;2018;13(4):139,150
","1673-3835
","34-1292/R
","
","S68
","
","
","英国
","0
","20190520
","F
","实用防盲技术
","2018
","13
","4
","139,150
"
"2019109506
","针刺疗法联合拔罐治疗对急性期周围性面瘫患者的疗效评价
","Efficiency of acupuncture combined with cupping therapy in treating patients with acute peripheral facial paralysis
","目的:探讨针刺疗法联合拔罐治疗对周围性面瘫患者的神经功能及面部残疾指数(FDI)的影响。方法:选取周围性面瘫患者136例,随机分为观察组和对照组各68例。对照组采用针刺治疗,观察组在对照组的基础上配合拔罐治疗。比较2组患者治疗前后的神经功能、FDI、生活质量、疗效以及面部神经功能变化。结果:治疗后,观察组的神经功能、FDI评分显著优于对照组(P<0.05);观察组的生理、心理、社会关系、环境和健康状况评分显著优于对照组(P<0.05);观察组总有效率94.11%,显著高于对照组的85.29%(P<0.05);观察组的口角歪斜情况、额纹出现情况、鼻唇沟深浅程度、眼睛闭合情况、面部表情自然程度评分显著优于对照组(P<0.05)。结论:针刺疗法联合拔罐治疗能够改善患者的面部功能障碍、面部残疾程度,提高生活质量。
","针刺疗法;拔罐;周围性面瘫;神经功能;面部残疾指数
","人类
","张婷
","陕西省西安市中医医院针灸科,陕西西安 710021
","R244.3;R246;R323.1;*R745.1;R745.12
","实用临床医药杂志;2018;22(19):63-66
","1672-2353
","32-1697/R
","
","J35
","
","
","陕西
","0
","20190520
","AA
","实用临床医药杂志
","2018
","22
","19
","63-66
"
