流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2013166139
","鼓膜穿刺抽液联合甲基强的松龙鼓室内注射治疗分泌性中耳炎疗效探讨
","
","目的:探讨鼓膜穿刺抽液联合甲基强的松龙鼓室内注射治疗分泌性中耳炎的临床疗效。方法:将72例分泌性中耳炎患者随机分成治疗组及对照组,每组36例。对照组采取鼓膜穿刺抽液治疗,治疗组在对照组的基础上联合甲基强的松龙鼓室内注射治疗,比较两组患者治疗后临床疗效。结果:两组患者治疗后听力及咽鼓管功能均较前改善,治疗组优于对照组(P<0.05);治疗组总有效率94.4%,对照组总有效率74.1%,治疗组优于对照组(P<0.05)。结论:鼓膜穿刺抽液联合甲基强的松龙鼓室内注射治疗分泌性中耳炎疗效显著,可有效促进听力及咽鼓管功能恢复,是治疗分泌性中耳炎的理想方法。
","鼓膜穿刺;抽液;甲基强的松龙;鼓室内注射;分泌性中耳炎
","人类
","赵路强
","山东省淄博市临淄区中医院,山东淄博 255400
","R446.8;*R764.21;R764.91;R977.11
","中外医疗;2012;31(30):81,83
","1674-0742
","11-5625/R
","
","ZZ18
","
","
","山东
","0
","20130325
","AA
","中外医疗
","2012
","31
","30
","81,83
"
"2013153903
","高压氧联合传统药物治疗梅尼埃病致感音神经性听力损害的临床研究
","
","目的:探索高压氧联合传统药物治疗梅尼埃病致感音神经性听力损害的临床治疗手段。方法:将32名梅尼埃病致感音神经性听力损害患者随机分为观察组和对照组,观察组在传统药物基础上联合高压氧治疗,将其临床疗效与对照组比较。结果:观察组与对照组临床疗效比较差异有显著性(P<0.05)。结论:应用高压氧联合传统药物治疗梅尼埃病致感音神经性听力损害疗效确切。
","高压氧;梅尼埃病;感音神经性听力损害;临床研究
","人类
","卢浩;卢瀚
","平凉市人民医院,甘肃平凉 744000
","R322.8;R459.6;R764.34
","卫生职业教育;2012;30(20):146-147
","1671-1246
","62-1167/R
","
","ZC4
","
","
","甘肃
","0
","20130325
","AA
","卫生职业教育
","2012
","30
","20
","146-147
"
"2013146170
","鼓室内注射地塞米松治疗突发性聋的疗效观察
","
","目的:观察鼓室内注射地塞米松治疗突发性聋的效果。方法:70例(82耳)突发性耳聋患者随机分为鼓室给药组(A组,44耳)和全身给药组(B组,38耳),鼓室给药组鼓室内注射地塞米松,全身给药组静脉滴注地塞米松,治疗20天后复查听力,比较治疗效果。结果:鼓室给药组(A组)36耳有效,无效8耳,总有效率81.8%;全身给药组(B组)23耳有效,15耳无效,总有效率60.5%。A组疗效明显高于B组(P<0.05)。结论:鼓室内注射地塞米松治疗突发性聋比全身性给药安全有效。
","鼓室内注射;地塞米松;突发性聋;疗效
","人类
","黄靓
","河南省开封市疾病预防控制中心预防医学门诊部耳鼻咽喉科,河南开封 475004
","R322.922;R452;R764.437;R977.11;R986
","中国伤残医学;2012;20(10):83
","1673-6567
","11-5516/R
","
","SE5
","
","
","河南
","0
","20130325
","AA
","中国伤残医学
","2012
","20
","10
","83
"
"2013144660
","围术期应用黏液促排剂治疗中耳炎性疾病的临床研究
","Clinical research on the perioperative application of eucalyptol-limonene-pinene enteric-coated capsules in patients with middle ear inflammatory diseases
","目的:探讨围术期应用黏液促排剂对中耳炎性疾病术后恢复的影响。方法:将136例(144耳)诊断为分泌性中耳炎35例(40耳)、慢性化脓性中耳炎49例(52耳)、胆脂瘤型中耳炎52例(52耳)的患者随机分为治疗组和对照组。两组患者实施相同手术治疗。对照组仅手术治疗,治疗组手术当天服用桉柠蒎肠溶胶囊,0.3g,2次/d,连续服用7－8周。两组患者于术后第2、4、6、8周进行听力学检查及评估,观察两组疗效。结果:分泌性中耳炎、慢性化脓性中耳炎、胆脂瘤型中耳炎治疗组术后第4周及第6周纯音测听检查、患者主观症状恢复优于对照组,差异有统计学意义(P<0.05);分泌性中耳炎治疗组术后第4周及第6周咽鼓管功能恢复较对照组有统计学意义(P<0.05);慢性化脓性中耳炎治疗组第8周咽鼓管功能恢复较对照组有统计学意义(P<0.05)。结论:中耳炎性疾病以手术治疗为主,并能取得满意疗效。围术期服用黏液促排剂,可改善咽鼓管功能,缩短术腔恢复时间,提高手术疗效,改善患者生活质量。
","中耳炎性疾病;咽鼓管功能;桉柠蒎肠溶胶囊
","人类
","齐力;李巍;杨宁;惠莲;马涛;朱博;姜学钧
","中国医科大学附属第一医院耳鼻咽喉科教研室, 110001
","R349.29;R619.1;R619.2;R764.21
","中国实用医药;2012;7(27):16-19
","1673-7555
","11-5547/R
","
","ZG92
","
","
","辽宁
","0
","20130325
","AA
","中国实用医药
","2012
","7
","27
","16-19
"
"2013142726
","小剂量氨茶碱对早产儿脑神经发育的影响
","Neurodevelopment effect of low dose aminophylline treated with prematurity
","目的:探讨小剂量氨茶碱对早产儿临床预后及脑神经发育的影响。方法:选择2007年12月至2009年12月本院新生儿重症监护病房收治的日龄<14天、因呼吸暂停或便于撤离机械通气用氨茶碱治疗的极低出生体重早产儿,对于机械通气者与未机械通气治疗者进行分层分析。将机械通气患儿随机分为观察1组、观察2组和对照组,观察1组于撤机前应用氨茶碱,持续至无呼吸暂停后5天;观察2组于机械通气第1天开始应用氨茶碱,持续至校正胎龄32周;对照组不用氨茶碱。有呼吸暂停而不需机械通气者为无机械通气组,应用氨茶碱的患儿为观察组,未用氨茶碱的患儿为对照组。氨茶碱首剂4mg/kg,维持量2mg/kg,每12h一次。观察并记录住院时间、上呼吸机时间、支气管肺发育不良(BPD)、早产儿视网膜病(ROP)、脑白质软化(PVL)、坏死性小肠结肠炎(NEC)、动脉导管未闭(PDA)发生率及预后,所有生存早产儿出院后进行听力、视力、体格智力发育随访。结果: 353例研究对象入选,其中6例在治疗中放弃,7例死亡(4例住院期间,3例出院后婴幼儿期死亡)。住院治疗期间,无机械通气患儿观察组住院时间短于对照组[(39.4±15.7)天比(45.2±12.1)天,P<0.05],BPD、PVL的发生率低于对照组[1.3%比9.0%,1.3%比10.3%,P<0.05];机械通气组中,观察2组与观察1组住院时间、上呼吸机治疗时间均短于对照组[(40.3±13.5)、(47.4±14.7)天比(52.3±17.6)天,(3.9±3.2)、(5.1±3.9)天比(5.9±4.3)天,P<0.05],BPD、PVL、NEC的发生率低于对照组[3.1%、9.1%比10.0%,3.1%、4.5%比10.0%,3.1%、4.5%比13.8%,P<0.05],尤其以观察2组明显。随访过程中,各组均有患儿失访,无机械通气患儿失访60例,机械通气患儿失访54例,完成随访者进行比较,无机械通气患儿脑瘫、耳聋、失明的发生率观察组与对照组比较差异无统计学意义(P>0.05),需要早期干预的患儿明显少于对照组(P<0.05)。机械通气组患儿脑瘫、耳聋、失明的发生率观察组与对照组比较差异无统计学意义(P>0.05),MDI<70、需要早期干预或进行语言训练的患儿明显减少(P<0.05)。结论:应用氨茶碱治疗早产儿呼吸暂停或便于撤离呼吸机,对患儿临床预后及脑神经发育有一定改善,无明显不良反应及后遗症的发生。
","氨茶碱;呼吸暂停;婴儿,早产;脑神经发育
","儿童;儿童, 学龄前;人类;婴儿
","孙慧清;康文清;熊虹
","郑州市儿童医院新生儿科, 450053
","R322.81;R722;R726.059.73;R972.4;R974.3
","中国新生儿科杂志;2012;27(5):320-324
","1002-1213
","11-5424/R
","
","XB6
","
","
","河南
","0
","20130325
","AA
","中国新生儿科杂志
","2012
","27
","5
","320-324
"
"2013140751
","高氧液在治疗突发性耳聋的应用效果观察
","
","目的:探讨提高突发性耳聋治疗效果的方法。方法:对54例突发性耳聋随机分为高氧组和对照组,临床用药相同,高氧组加用高氧液。结果:高氧液静脉输液的患者在听力提高幅度、听力提高的速度、耳鸣缓解程度等较常规输液组有明显改善。结论:静脉输入高氧液体作为一种新的给氧治疗方法治疗突发性耳聋,操作简单,方便实用,是一种安全可靠的便捷给氧方式。提高了血氧饱和度,改善了内耳缺氧,促进听力功能的恢复。
","高氧液;突发性耳聋
","人类
","寇贵贤;朱金兰
","河南省西华县中医院耳鼻喉科,河南周口 466600
","R-33;R339.16;R764.437;R852.15
","中国医药指南;2012;10(28):204-205
","1671-8194
","11-4856/R
","
","ZG88
","
","
","河南
","0
","20130325
","AA
","中国医药指南
","2012
","10
","28
","204-205
"
"2013140694
","丹香冠心注射液配合针刺治疗脑瘫听力障碍128例疗效观察
","
","目的:观察丹香冠心注射液配合针刺治疗脑瘫听力障碍的临床疗效。方法:选择符合诊断标准和纳入标准的脑瘫合并听力障碍患儿128例,随机分为2组:治疗组66例,采用丹香冠心注射液配合针刺,并给予听力训练康复治疗;对照组62例,采用脑蛋白水解物注射液配合听力训练康复治疗。临床观察指标:应用脑干听觉诱发电位检查。结果:治疗组与对照组治疗后听阈比较,治疗后的有效率治疗组为94.2%,对照组为71%。结论:丹香冠心注射液配合针刺是促进脑瘫患儿听力障碍康复的有效治疗方法。
","丹香冠心注射液;针刺;脑瘫听力障碍
","儿童;人类
","吴云刚
","河南大学附属南石医院儿科,河南南阳 473065
","R246;R287;R742.3;R764.5
","中国医药指南;2012;10(28):265-266
","1671-8194
","11-4856/R
","
","ZG88
","
","
","河南
","0
","20130325
","AA
","中国医药指南
","2012
","10
","28
","265-266
"
"2013132983
","葛根素对噪声性耳聋的防治效果分析
","Effect analysis of puerarin in the prevention and treatment of noise-induced deafness
","目的:对葛根素预防和治疗噪声性耳聋效果进行分析。方法:将54例研究对象随机分为观察组32例和对照组22例。给予研究对象相同程度噪声,观察组予以葛根素注射液防治,对照组予以复方丹参防治。比较2组临床疗效及预防效果。结果:观察组总有效率为96.9%,高于对照组的72.7%;听力受损率和耳聋率分别为15.6%、12.5%,低于对照组的50.0%、54.5%,差异均有统计学意义(P<0.05)。结论:葛根素应用于预防和治疗噪声性耳聋,效果较好,耳聋率较低,有效率较高。
","葛根素;噪声性耳聋;防治效果
","人类
","郑荣群
","广西桂林市第二人民医院体检中心, 541001
","R1;R284.1;R764.43;R764.432
","临床合理用药杂志;2012;5(29):25-26
","1674-3296
","13-1389/R
","
","L13
","
","
","广西
","0
","20130228
","AA
","临床合理用药杂志
","2012
","5
","29
","25-26
"
"2013129952
","经耳内镜鼓膜置管治疗中耳炎61例疗效观察
","
","分泌性中耳炎作为临床常见中耳非化脓性炎症,又称卡他性中耳炎、渗出性中耳炎,患者主要表现为听力下降、耳鸣及耳痛。临床传统治疗多采用抗生素及地塞米松、泼尼松等激素短期治疗,但是疗效不佳。近年来,咽鼓管吹张、鼓膜切开、鼓室置管等外科手术治疗越来越多的运用到分泌性中耳炎治疗中。笔者采用经耳内镜鼓膜置管治疗,取得显著治疗效果,现将结果报告如下。1资料与方法1.1临床资料选取西安医学院第一附属医院2010年3月至2011年5月收治的分泌性中耳炎患者123例,入院后根据纯音测听、鼓室导抗检查及鼓室穿刺等临床确诊。随机分为对照组62例、观察组61例,两组性别、年龄及病程等差异均无统计学意义(均P>0.05),具有可比性。[第一段]
","
","人类
","曹辉
","西安医学院第一附属医院耳鼻喉头颈外科,陕西省西安 710077
","R322.923;R540.46;R764.21;R764.91
","中国基层医药;2012;19(20):3119-3120
","1008-6706
","34-1190/R
","
","ZH3
","
","
","陕西
","0
","20130228
","F
","中国基层医药
","2012
","19
","20
","3119-3120
"
"2013128284
","鼓室内注射甲基强的松龙治疗分泌性中耳炎62例临床疗效观察
","
","目的:探讨分析鼓室内注射甲基强的松龙治疗分泌性中耳炎的临床疗效。方法:随机选取2009年09月份至2011年12月份我院收治的分泌性中耳炎患者62例为研究对象,其中31例作为观察组采用鼓室内注射甲基强的松龙治疗,另31例作为对照组常用常规治疗,回顾性分析两组患者治疗情况。结果:观察组总有效率为94.9%(37/39),对照组总有效率为77.5%(31/40),经统计分析,差异有统计学意义(P<0.05)。结论:鼓室内注射甲基强的松龙能够有效缓解分泌性中耳炎的听力以及咽鼓管功能,是分泌性中耳炎较为理想的治疗方法。
","鼓室内注射;甲基强的松龙;分泌性中耳炎
","人类
","张雅巍
","大连普兰店市中心医院五官科, 116200
","R195.1;R322.922;R764.21;R977.11
","中国现代药物应用;2012;6(22):77-78
","1673-9523
","11-5581/R
","
","ZZ14
","
","
","辽宁
","0
","20130228
","AA
","中国现代药物应用
","2012
","6
","22
","77-78
"
"2013127512
","畸变产物耳声发射和声导抗联合应用于新生儿听力筛查100例分析
","
","目的:探讨畸变产物耳声发射(DPOAE)和声导抗联合应用于新生儿听力筛查的优势。方法:200例新生儿(400耳)于生后第5天进行听力筛查,随机分为观察组和对照组各100例,观察组进行DPOAE检测及声导抗测试,对照组仅进行DPOAE检测。计算其阳性率并统计患儿家长担心状况及听力筛查费用是否成为经济负担。结果:两组DPOAE检测阳性率差异无统计学意义(P>0.05),声导抗阳性率为11%,且皆为DPOAE测试阳性耳;观察组阳性耳患儿家长担心程度明显低于对照组(P<0.01);两组家长对筛查费用是否增加经济负担的态度,差异无统计学意义(P>0.05)。结论:DPOAE联合声导抗用于新生儿听力筛查可减轻患儿家长心理负担且不会增加其经济负担。
","听力筛查;听力障碍;畸变产物耳声发射;声导抗;婴儿, 新生
","儿童;人类;婴儿, 新生
","王宇(1);李杰(2)
","(1)沈阳市儿童医院耳鼻喉科,沈阳110032; (2)沈阳市妇女医疗保健中心
","R322.92;R764;R764.04
","中国中西医结合儿科学;2012;4(5):448-449
","1674-3865
","21-1569/R
","
","ZZ15
","
","
","辽宁
","0
","20130228
","AA
","中国中西医结合儿科学
","2012
","4
","5
","448-449
"
"2013117862
","针刺颈四针治疗老年性耳鸣耳聋64例临床观察
","
","目的:探讨老年性耳鸣耳聋的针灸治疗方法及疗效。方法:将我门诊2008年5月-2011年10月接诊的126例老年性耳聋患者随机分成两组。治疗组64例应用患侧耳门穴、听宫穴、听会穴、翳风穴和双侧风池穴、双侧中渚穴针刺,并加用颈四针。对照组62例选取治疗组除颈四针以外的其他穴位。两组均经过6个疗程的治疗。结果:治疗组和对照组纯音听力测试有效率分别为85.9%和66.1%,两组比较,差异有统计学意义(P<0.01);治疗组和对照组耳鸣改善有效率分别为79.7%和58.1%。两组比较,差异有统计学意义(P<0.01)结论:针刺颈四针能够明显改善老年性耳鸣耳聋患者的听力。
","针灸疗法;老年性耳聋;颈四针
","老年人;人类
","陈洪文(1);李园春(2);王翠玉(1)
","(1)吉林省抚松县中医院,吉林抚松134500; (2)吉林省抚松县医院,吉林抚松 134500
","R195.1;R323.1;R764.43;R764.45
","中国民族民间医药杂志;2012;21(19):104
","1007-8517
","53-1102/R
","
","Z90
","
","
","吉林
","0
","20130228
","AA
","中国民族民间医药杂志
","2012
","21
","19
","104
"
"2013113198
","血红素加氧酶在脑外伤大鼠耳蜗表达与听力损伤的研究
","A correlation study on HO-1 Expression in Cochlea and Auditory Function in a Rat Model of Diffuse Traumatic Brain Injury
","目的:探讨血红素加氧酶-1(Heme Oxygenase HO-1)在弥漫性脑外伤(diffuse brain injury,DBI)大鼠耳蜗的表达,分析内耳听功能损伤与HO-1表达的相关性。方法:建立弥漫性脑外伤大鼠模型并随机分组,采用听性脑干反应测定,光镜、免疫组织化学等手段,观察各组动物及听功能的变化。结果:对照组大鼠耳蜗HO-1基本无表达,外伤后各组内耳HO-1表达有明显变化(P<0.01)。外伤后各组ABRV波阈值及各波潜伏期比较有明显差别(P<0.05)。外伤各组内耳HO-1表达与听功能损伤相关(P<0.05)。结论:弥漫性脑外伤对内耳HO-1表达及听功能均有不同程度的影响,听功能变化可能与HO-1表达有关。
","弥漫性脑外伤;耳蜗;血红素加氧酶-1;听力
","大鼠;动物
","付兴华(1);邓艳丽(1);张萍(1);卢鹤翔(2);刘颖(3);孙瑞军(2);顾洪兰(1);赵君晖(1);韩莉(1);张再兴(1)
","(1)河北联合大学附属医院耳鼻咽喉科,河北063000; (2)河北联合大学形态中心,河北063000; (3)河北联合大学附属医院肿瘤科,河北 063000
","R-332;R322.923;R345.41;R651.15;R764.5;R977.3
","中华耳科学杂志;2012;10(3):377-382
","1672-2922
","11-4882/R
","
","ZH69
","
","河北省科技厅科技支撑项目(08276101D-74)
","河北
","0
","20130228
","AA
","中华耳科学杂志
","2012
","10
","3
","377-382
"
"2013113196
","雌激素对豚鼠风洞噪声性听功能损伤及内耳Caspase-3表达的影响
","Effects of estrogen on hearing organ damage caused by wind tunnel noise exposure in guinea pigs
","目的:探讨风洞噪声环境对豚鼠听功能及内耳毛细胞、螺旋神经节细胞上凋亡标志物Caspase-3表达的影响,并通过噪声暴露前给予预防用腹腔注射雌激素研究雌激素对噪声暴露后豚鼠听力损伤及内耳凋亡的保护作用。方法:42只豚鼠随机分为3组,其中对照组6只,单纯噪声组(噪声组)及噪声+雌激素预防组(雌激素组)各18只。两实验组暴露于模拟风洞噪声环境中。分别于噪声暴露前(Pr)、暴露后1天(E1)、3天(E3)、7天(E7)、恢复后3天(R3)、7天(R7)检测其双侧听性脑干反应阈值(ABR)。并于E3、E7、R7时间点取实验动物耳蜗行连续冰冻切片,利用免疫组织化学染色方法显示凋亡标志物Caspase-3在实验动物内耳毛细胞及螺旋神经节细胞上的表达。结果:E1、E3、E7时间点,噪声组ABR阈值较噪声暴露前明显增高(P<0.01),且暴露时间越长,ABR阈值增高越明显。雌激素组在E1的ABR阈值较噪声暴露前明显增高(P<0.01),E3和E7时ABR阈值有增高趋势,但统计学分析无显著性差异(P>0.05)。两实验组间噪声暴露后听阈变化值在E1和E3点没有统计学差异(P>0.05),在E7点统计学有显著差异(P<0.01)。R3点较E7点,噪声组ABR阈值降低(P<0.05)。雌激素组在R3时间点,ABR阈值明显降低fP<0.01),与R7点比较未见显著性差异(P>0.05);两实验组间比较雌激素组的实验动物ABR阈值降低情况明显优于噪声组(P<0.01)。噪声暴露后,豚鼠内耳螺旋神经节细胞及毛细胞的凋亡标志物Caspase-3表达在各时间段均高于对照组,且随着暴露时间的延长逐渐增高。雌激素组Caspase-3表达变化有相同趋势,但在E3、E7及R7三时间点均弱于噪声组。结论:豚鼠暴露于风洞噪声环境下可导致其听功能损伤,损伤程度在本研究噪声暴露时间内与噪声累积量呈正相关。噪声暴露结束后,听力损失可部分恢复。同时,内耳凋亡标志物的表达和听力下降呈现相同趋势。噪声暴露前预防性应用雌激素,可促进噪声暴露后听力损伤的恢复、减少内耳凋亡标志物表达、减轻内耳细胞凋亡。
","风洞噪声;听性脑干反应;细胞凋亡;Caspase-3;雌激素
","豚鼠
","吴玮(1);韩浩伦(1);王方园(1);王鸿南(1);李保卫(1);王刚(1);屈昌北(1);孟令照(1);薄少军(1);丁瑞英(1);刘刚(2);孙建芝(1);刘红丹(1);王媛媛(1)
","(1)解放军第306医院耳鼻咽喉-头颈外科,北京100101; (2)中国航天员科研训练中心,北京 100193
","R-332;R126.9;R135;R322.923;R347.913;R977.12
","中华耳科学杂志;2012;10(3):387-391
","1672-2922
","11-4882/R
","
","ZH69
","
","全军医药卫生科研基金项目(06MA008)
","北京
","0
","20130228
","AA
","中华耳科学杂志
","2012
","10
","3
","387-391
"
"2012674238
","人耳纯音听阈曲线测定实验中误差因素及改进
","
","目的:探讨测定人耳听阈曲线的实验中所存在的各种误差影响因素及传统方法:的不足,找到解决办法方法:随机抽取大学一年级学生40名分为实验组和对照组,实验组采用延迟非对称升降法,对照组采用传统听阈测试法,对比实验平均完成时间及测量结果在各频率的符合性,并对学生的兴趣、疲劳度及产生幻听、耳鸣的程度进行问卷调查结果实验组学生实验平均完成时间、测试结果在各频率的符合性及学生的兴趣、疲劳度及产生幻听、耳鸣的程度均好于对照组结论延迟非对称升降法能有效降低误差影响,减少疲劳和幻听等问题,能提高学生实验效率
","听力检查;听阈;随机对照试验
","人类
","魏冀;郭凯
","贵阳医学院物理学教研室,贵州贵阳 550004
","R322.92;R741;R764.04;R764.45
","贵阳医学院学报;2012;37(4):394-396
","1000-2707
","52-5012/R
","
","G17
","
","
","贵州
","0
","20130131
","AA
","贵阳医学院学报
","2012
","37
","4
","394-396
"
"2012674021
","临床护理干预在突发性耳聋患者治疗中的作用
","
","目的:探讨临床护理干预在突发性耳聋患者治疗中的作用方法:选取我院2008年1月－2010年12月来我院确诊为突发性耳聋患者96例,随机分为观察组和对照组,每组48例两组患者给予相同的治疗方案对照组给予“两高两低”饮食,保持乐观心态,调整自我情绪,释放压力;观察组实施临床护理干预观察周期为6W观察两组的耳呜症状改善情况结果观察组的听力及耳鸣等症状改善情况优于对照组,两组比较差异具有显著性(P<0.01)结论临床治疗结合综合护理干预有利于突发性耳聋患者病情康复和症状改善,值得临床应用
","突发性耳聋;护理干预;情绪;疗效
","人类
","朱宏
","襄阳市第一人民医院耳鼻喉科,湖北襄阳 441000
","R-33;R764.45
","国际护理学杂志;2012;31(9):1631-1632
","1673-4351
","22-1370/R
","
","G33
","
","
","湖北
","0
","20130131
","AA
","国际护理学杂志
","2012
","31
","9
","1631-1632
"
"2012669556
","纯中药制剂复聪汤对庆大霉素致聋豚鼠耳蜗毛细胞修复再生的实验研究
","
","目的:观察纯中药制剂对庆大霉素致聋动物和耳蜗毛细胞的修复再生作用方法:选用73只健康青年豚鼠,行听力学检查后,53只动物连续肌肉注射庆大霉素(80mg.kg-1.d-1)24－30天致聋(GM组),其间死亡8只,剩余45只随机分成中药治疗组(25只);致聋后对照组(20只),中药治疗组给予纯中药制剂""复聪汤Ⅰ号""口服液和""复聪汤Ⅱ号""滴耳液治疗,致聋后对照组同法给予生理盐水另外20只豚鼠作为正常对照组,每天肌肉注射等量生理盐水在治疗30、60和90天后对GM组两组动物分别行ABR、DPOAE检测,同时,每一时间点处死6只动物,左侧耳蜗行扫描电镜观察,右侧耳蜗铺片行光镜观察和毛细胞计数结果实验前所有豚鼠的听功能正常;连续注射庆大霉素30天后,GM组豚鼠ABR反应阈值上升到50－80dB SPL,DPOAE幅值降低,光镜和电镜下表现为耳蜗毛细胞纤毛断碎、倒伏、融合和消失,多处毛细胞表皮板肿胀、突起和疱疹样变性,或毛细胞被完全挤出网状板,基底回和第三回耳蜗毛细胞严重消失;中药治疗30天后,80%的耳聋豚鼠的ABR反应阈恢复到30－50dB SPL,DPOAE幅值明显提高;耳蜗铺片和电镜观察显示耳蜗毛细胞数目有一定恢复,组织结构有修复现象,扫描电镜可见再生毛细胞仅出现少量纤毛,而致聋后对照组未发现此种现象;治疗60天后,耳蜗毛细胞数目明显增多,Corti器的毛细胞区有大量的增殖细胞出现,扫描电镜可见成小束的新生纤毛出现在毛细胞缺失部位,同时支持细胞大量增殖;治疗90天后,再生的静纤毛束已基本形成,尤其是耳蜗基底部位的毛细胞明显增多,听功能基本正常结论纯中药制剂复聪汤对庆大霉素致聋豚鼠耳蜗毛细胞有一定的修复和再生作用
","中药;耳蜗;毛细胞;再生;豚鼠
","豚鼠;动物;人类;青少年
","李胜利(1,2);朱宏亮(2);刘全征(3);王玮(3);刘琦(3);史士合(1);刘艳平(3);王福田(3);李宪德(3)
","(1)西安交通大学医学院第二附属医院科研实验中心,西安710004; (2)西安交通大学医学院神经科学研究中心; (3)山东菏泽康乐普外医院
","R-332;R322.922;R322.923;R764.04;R764.43
","听力学及言语疾病杂志;2012;20(5):471-479
","1006-7299
","42-1391/R
","
","T07
","
","国家自然科学基金(No.81170922); 横向研究课题资助
","陕西
","0
","20130131
","AA
","听力学及言语疾病杂志
","2012
","20
","5
","471-479
"
"2012669340
","减少老年白内障术后并发症的健康教育探索
","Multiple Health Education on Reducing in Stages of Senile Cataract Effect of Complications and Improving Patient Satisfaction
","目的:了解分阶段多形式健康教育对减少老年性白内障术后并发症及提高患者满意度的影响方法:随机将病人分为2组,对照组采取常规健康教育方式,干预组采取陪护人员共同参与的分阶段、多形式健康教育,根据病人视力、听力、阅读理解能力采取不同形式健康教育,使健康教育贯穿于患者入院当天至出院,教育对象为患者本人及承担主要陪护责任的亲属结论通过分阶段、多形式的健康教育,干预组术后并发症的发生率明显低于对照组,患者满意度明显提高
","老年性白内障;分阶段;多形式;健康教育
","人类;老年人
","王淑玲
","陕西省商洛市中心医院眼科,陕西商洛 726000
","R197.323;R776.1
","西北医学教育;2012;20(5):1032-1034
","1006-2769
","61-1257/G4
","
","X32
","
","
","陕西
","0
","20130131
","AA
","西北医学教育
","2012
","20
","5
","1032-1034
"
"2012669166
","穿山甲煎治疗外耳道痈肿50例临床观察
","Clinical Observation on ChuanShanJia Jian in Treating 50 Cases of Circumscribed External Otitis
","目的:观察穿山甲煎治疗外耳道痈肿的临床疗效方法:将100例外耳道痈肿患者随机分为观察组、对照组各50例2组患耳局部以2%碘酒消毒,75%酒精脱碘,以5mL注射器从痈肿下极进针,抽液,最后以棉签压迫针孔数分钟,然后用无菌纱块加压包扎观察组同时给予穿山甲煎剂,1剂/d,水煎分服,连服10剂观察治疗前后2组患者耳闷塞感、听力下降、耳呜、耳痛、耳流脓等临床症状、体征的变化情况及临床疗效结果治愈率观察组为64.00%,对照组为52.00%,2组相比差异有统计学意义(P<0.05)总有效率观察组为94.00%,对照组为82.00%,2组相比差异有统计学意义(P<0.05)耳闷塞感、听力下降、耳呜、耳痛、耳流脓等症状、体征2组治疗前后组内相比差异有统计学意义(P<0.05),治疗后组间相比差异亦有统计学意义(P<0.05)结论穿山甲煎治疗外耳道痈肿临床疗效显著,可较好地改善临床症状
","外耳道痈肿;穿山甲煎;治疗
","人类
","杨成义;周群;马忠海
","广河县人民医院,甘肃广河 731300
","R322.92;R322.921;R764;R764.45
","西部中医药;2012;25(9):41-42
","1004-6852
","62-1204/R
","
","GB5
","
","
","甘肃
","0
","20130131
","AA
","西部中医药
","2012
","25
","9
","41-42
"
"2012664804
","三维适形放射治疗局部复发鼻咽癌的疗效研究
","
","目的:探究三维适形放射治疗局部复发鼻咽癌的临床效果及安全性方法:选取我院收治的局部复发鼻咽癌患者49例作为研究对象,将其随机分为实验组(25例);对照组(24例),实验组患者给予三维适形放射治疗,对照组患者给予二维放射治疗,对比两组患者的治疗效果及安全性结果实验组患者总有效率为88.0%;对照组患者总有效率为45.8%;实验组患者远期生存率为68.0%,对照组患者远期生存率为37.5%,两组患者治疗总有效率、远期生存率对比均具有显著性差异,实验组明显优于对照组;实验组患者脑神经性损伤5例,听力损伤2例,对照组患者脑神经性损伤8例,听力损伤5例,两组患者副作用情况对比具有统计学意义结论三维适形放射治疗局部复发鼻咽癌疗效显著,生存率高,副作用小,安全性高,值得临床推广应用
","
","人类
","杜凯
","解放军第一五二医院肿瘤科,平顶山 467000
","R322.81;R641;R739.63;R815
","中国实用医药;2012;7(25):51-52
","1673-7555
","11-5547/R
","
","ZG92
","
","
","河南
","0
","20130131
","AA
","中国实用医药
","2012
","7
","25
","51-52
"
"2012660943
","胆脂瘤型中耳炎不同手术方式疗效分析
","
","目的:探讨和研究治疗胆脂瘤型中耳炎不同手术方式的疗效方法:选取近年来笔者所在医院收治的74例胆脂瘤型中耳炎患者作为研究对象,按照随机分组的原则将之分为观察组和对照组,各37例,其中观察组采用上鼓室外壁重建、鼓索神经弹压听骨、防粘连可用吸收网片置人等多项综合治疗技术进行治疗;对照组则采用上鼓室、乳突外壁凿开和插柱法进行治疗在治疗结束后统计并对比两组患者的治疗效果结果治疗结束后术前气导(AC)、气骨导差(ABG)及ABG差值对比结果显示,观察组治疗效果明显优于对照组,差异有统计学意义(P<0.05)结论耳道骨回复作盾板等综合治疗技术对于提高胆脂瘤型中耳炎患者的听力和降低复发等方面,相较于上鼓室、乳突外壁凿开和插柱法具有明显的优势,值得在临床上加以推广和应用
","胆脂瘤;中耳炎;鼓室成型
","人类
","万华
","株洲市三三一医院,湖南株洲 412002
","R322.85;R338.3;R339.16;R764.290.6
","中外医学研究;2012;10(26):38-39
","1674-6805
","23-1555/R
","
","ZZ51
","
","
","湖南
","0
","20130131
","AA
","中外医学研究
","2012
","10
","26
","38-39
"
